,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
766,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:18.213538.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,22.5,A,0.105,0.0471744,-11485.5,368.49152,14674,483.99515
857,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:05.921354.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,22.5,A,0.105,0.0471744,-9932,364.5225,14318,434.60162
397,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:10.937561.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,22.5,A,0.105,0.0471744,-3393,154.38127,6400,246.41048
314,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:12.472872.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[-14799.5 -28623.5 -10556.    -511.5],[531.93578861 768.70260378 260.46744806 110.34964311],[16621.5 30393.  14132.   3824. ],[599.1411174  850.41337881 372.36124307 103.24142866]
967,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:47.883674.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,22.5,B,0.105,0.0471744,21249,590.57983,31147,994.32806
661,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:17.620141.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,22.5,B,0.105,0.0471744,1177,66.26015,1730,76.05622
547,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:05.704150.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,22.5,B,0.105,0.0471744,4381,180.13658,7450,253.36292
911,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:18.213538.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,22.5,B,0.105,0.0471744,9298,295.06876,14027,471.14716
427,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:05.921354.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,22.5,B,0.105,0.0471744,8780,288.5409,13982,480.4144
4,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:10.937561.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,22.5,B,0.105,0.0471744,2944,148.52368,6299,243.81572
991,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:12.472872.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[13886.  22020.   7209.5  -287. ],[499.64316103 481.15725851 237.89164052  97.41141791],[17961.  28267.5 12967.   3820. ],[609.24110302 561.4561532  285.80681531  92.85297307]
648,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:10.861638.cam1.A_collapsed_diff.fits,120,Open,IPOL,22.5,A,0.105,0.0471744,-25860,924.63086,32158,999.5003
650,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:41.540711.cam1.A_collapsed_diff.fits,120,625-50,IPOL,22.5,A,0.105,0.0471744,-1571,76.467674,1803,363.7161
392,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:41.191594.cam1.A_collapsed_diff.fits,120,675-50,IPOL,22.5,A,0.105,0.0471744,-7385,249.16298,7776,260.99734
1056,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:42.717003.cam1.A_collapsed_diff.fits,120,725-50,IPOL,22.5,A,0.105,0.0471744,-13694,477.47003,14651.5,476.38644
755,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:41.989908.cam1.A_collapsed_diff.fits,120,750-50,IPOL,22.5,A,0.105,0.0471744,-12319,445.7147,14293,463.90952
659,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:33.907793.cam1.A_collapsed_diff.fits,120,775-50,IPOL,22.5,A,0.105,0.0471744,-4418,205.58975,6069,222.16032
966,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:40.338428.cam1.A_collapsed_diff.fits,120,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[-12891. -26182. -10266.   -779.],[542.05283751 780.23291026 318.96289035 117.36538735],[16749. 30032. 13911.  3762.],[571.36195364 802.7442305  361.57312487 121.99050857]
1094,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:10.861638.cam1.B_collapsed_diff.fits,120,Open,IPOL,22.5,B,0.105,0.0471744,20448,774.7691,30997.5,950.80225
762,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:41.540711.cam1.B_collapsed_diff.fits,120,625-50,IPOL,22.5,B,0.105,0.0471744,1165,66.16919,1720,74.13149
24,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:41.191594.cam1.B_collapsed_diff.fits,120,675-50,IPOL,22.5,B,0.105,0.0471744,6144.5,208.4713,7323,242.10484
771,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:42.717003.cam1.B_collapsed_diff.fits,120,725-50,IPOL,22.5,B,0.105,0.0471744,11533,415.0287,14028,456.7559
30,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:41.989908.cam1.B_collapsed_diff.fits,120,750-50,IPOL,22.5,B,0.105,0.0471744,9988.5,405.11005,13824,447.19437
276,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:33.907793.cam1.B_collapsed_diff.fits,120,775-50,IPOL,22.5,B,0.105,0.0471744,3349,197.70213,5907.5,213.21387
977,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:40.338428.cam1.B_collapsed_diff.fits,120,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[12270. 20955.  8276.   410.],[536.9653026  508.38413861 270.95163158 105.50174885],[17794. 28281. 12972.  3793.],[615.4710583  574.73121947 296.81527169 105.6799281 ]
341,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:58.246369.cam1.A_collapsed_diff.fits,132.5,Open,IPOL,22.5,A,0.105,0.0471744,-7357,635.2411,32114,965.23065
990,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:29.762097.cam1.A_collapsed_diff.fits,132.5,625-50,IPOL,22.5,A,0.105,0.0471744,-1076.5,67.248955,1770,74.16063
45,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:52.926811.cam1.A_collapsed_diff.fits,132.5,675-50,IPOL,22.5,A,0.105,0.0471744,-5928,226.23383,7602,251.48828
988,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:30.960280.cam1.A_collapsed_diff.fits,132.5,725-50,IPOL,22.5,A,0.105,0.0471744,-7706,386.12054,13976,454.6435
720,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:53.651798.cam1.A_collapsed_diff.fits,132.5,750-50,IPOL,22.5,A,0.105,0.0471744,-6442,352.7182,14074,454.19336
584,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:22.266488.cam1.A_collapsed_diff.fits,132.5,775-50,IPOL,22.5,A,0.105,0.0471744,-1597,168.23003,6370,225.61087
617,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:40.915157.cam1.A_collapsed_diff.fits,132.5,Open,IPOL_MBI,22.5,A,0.105,0.0962496,[ -109. -8140. -4663.  -552.],[295.71690111 550.39135702 295.74768657  86.91331927],[18976. 28472. 13153.  3730.],[588.0865195  638.65597298 300.18776925  85.07721664]
870,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:58.246369.cam1.B_collapsed_diff.fits,132.5,Open,IPOL,22.5,B,0.105,0.0471744,2945,695.10693,31763,947.3285
225,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:29.762097.cam1.B_collapsed_diff.fits,132.5,625-50,IPOL,22.5,B,0.105,0.0471744,683,89.35901,1714,71.90756
256,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:52.926811.cam1.B_collapsed_diff.fits,132.5,675-50,IPOL,22.5,B,0.105,0.0471744,4228,188.28044,7252,233.02765
962,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:30.960280.cam1.B_collapsed_diff.fits,132.5,725-50,IPOL,22.5,B,0.105,0.0471744,5458,349.0404,13609,437.70248
908,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:53.651798.cam1.B_collapsed_diff.fits,132.5,750-50,IPOL,22.5,B,0.105,0.0471744,2800,304.1581,13780,435.6634
1097,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:22.266488.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,22.5,B,0.105,0.0471744,-251,155.0131,6296,220.12378
444,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:40.915157.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,22.5,B,0.105,0.0962496,[-1109.    3993.5   3708.25   509.  ],[258.68170206 514.68502675 340.44269888 109.10624988],[19212.  28344.5 13091.   3760. ],[609.38410741 600.17436327 293.35046344  90.71454395]
335,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:33.415218.cam1.A_collapsed_diff.fits,45,Open,IPOL,33.75,A,0.105,0.0471744,-14534,873.42596,32323,1120.5094
201,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:01.077523.cam1.A_collapsed_diff.fits,45,625-50,IPOL,33.75,A,0.105,0.0471744,455,101.221924,1731,80.095856
522,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:21.603733.cam1.A_collapsed_diff.fits,45,675-50,IPOL,33.75,A,0.105,0.0471744,-3303,221.09764,7636,256.7487
546,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:04.030632.cam1.A_collapsed_diff.fits,45,725-50,IPOL,33.75,A,0.105,0.0471744,-10029,490.99512,14574,516.1065
1028,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:23.345889.cam1.A_collapsed_diff.fits,45,750-50,IPOL,33.75,A,0.105,0.0471744,-10470,481.199,14515,517.4918
1027,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:54.818580.cam1.A_collapsed_diff.fits,45,775-50,IPOL,33.75,A,0.105,0.0471744,-3972,221.11345,6179,244.69923
685,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:33:57.466983.cam1.A_collapsed_diff.fits,45,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[ -9865.5 -16823.   -2852.     645. ],[484.20375183 792.03394937 395.37111003 115.77209853],[17439.  29836.5 13418.   3649. ],[615.88750532 784.28501433 330.91370773  93.76441711]
467,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:33.415218.cam1.B_collapsed_diff.fits,45,Open,IPOL,33.75,B,0.105,0.0471744,11422,797.7648,31854,1095.5671
489,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:01.077523.cam1.B_collapsed_diff.fits,45,625-50,IPOL,33.75,B,0.105,0.0471744,-821,63.643517,1766.5,81.38491
909,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:21.603733.cam1.B_collapsed_diff.fits,45,675-50,IPOL,33.75,B,0.105,0.0471744,1929,393.5821,7324,273.27576
351,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:04.030632.cam1.B_collapsed_diff.fits,45,725-50,IPOL,33.75,B,0.105,0.0471744,8496,461.41617,14127,511.05444
322,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:23.345889.cam1.B_collapsed_diff.fits,45,750-50,IPOL,33.75,B,0.105,0.0471744,8089,427.55832,13900,502.2472
40,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:54.818580.cam1.B_collapsed_diff.fits,45,775-50,IPOL,33.75,B,0.105,0.0471744,2659.5,196.44952,6032.5,234.20877
64,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:33:57.466983.cam1.B_collapsed_diff.fits,45,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[ 9078.5 13560.5  2511.5  -539. ],[488.54815306 602.58517272 312.08666991  94.8869872 ],[18435.5 29005.  13388.   3701. ],[664.13969187 660.35039363 333.21239175  92.56269329]
1115,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:12.409787.cam1.A_collapsed_diff.fits,57.5,Open,IPOL,33.75,A,0.105,0.0471744,7599,452.27637,33045,1148.0334
437,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:41.693370.cam1.A_collapsed_diff.fits,57.5,625-50,IPOL,33.75,A,0.105,0.0471744,653,76.749275,1725,81.26774
779,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:42.608232.cam1.A_collapsed_diff.fits,57.5,675-50,IPOL,33.75,A,0.105,0.0471744,-1709,156.84221,7411.25,291.44818
733,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:42.930336.cam1.A_collapsed_diff.fits,57.5,725-50,IPOL,33.75,A,0.105,0.0471744,-2816,343.74304,14202,521.2532
637,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:43.396933.cam1.A_collapsed_diff.fits,57.5,750-50,IPOL,33.75,A,0.105,0.0471744,-2788,311.34308,14543,527.2542
47,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:34.784713.cam1.A_collapsed_diff.fits,57.5,775-50,IPOL,33.75,A,0.105,0.0471744,-102,154.58794,6833,267.73892
355,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:47.000683.cam1.A_collapsed_diff.fits,57.5,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[5093.5 3715.  4726.  1767. ],[265.07851603 395.10145667 231.95949581 122.28094121],[20585.5 28986.5 13195.5  3436.5],[697.88874328 697.00456042 316.40848086 103.88399667]
203,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:12.409787.cam1.B_collapsed_diff.fits,57.5,Open,IPOL,33.75,B,0.105,0.0471744,-11604,344.8468,33306.5,1157.0297
974,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:41.693370.cam1.B_collapsed_diff.fits,57.5,625-50,IPOL,33.75,B,0.105,0.0471744,-1135,69.244675,1780,83.82144
863,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:42.608232.cam1.B_collapsed_diff.fits,57.5,675-50,IPOL,33.75,B,0.105,0.0471744,-445,161.49449,7358,282.5966
17,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:42.930336.cam1.B_collapsed_diff.fits,57.5,725-50,IPOL,33.75,B,0.105,0.0471744,436,284.81125,14049,512.95013
728,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:43.396933.cam1.B_collapsed_diff.fits,57.5,750-50,IPOL,33.75,B,0.105,0.0471744,-1201,289.42075,14389,512.3304
60,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:34.784713.cam1.B_collapsed_diff.fits,57.5,775-50,IPOL,33.75,B,0.105,0.0471744,-1953,132.64062,6813,255.08264
535,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:47.000683.cam1.B_collapsed_diff.fits,57.5,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-6409.5 -7432.5 -5363.5 -1867. ],[214.30148463 458.22688472 260.02335025 112.35903022],[20322.5 29314.5 13670.5  3701.5],[717.49144138 764.10484986 377.11295269 123.35700614]
545,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:43.777894.cam1.A_collapsed_diff.fits,70,Open,IPOL,33.75,A,0.105,0.0471744,26120,830.91327,33949,1162.5326
1048,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:12.975263.cam1.A_collapsed_diff.fits,70,625-50,IPOL,33.75,A,0.105,0.0471744,766,63.40396,1725,80.4064
850,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:10.382460.cam1.A_collapsed_diff.fits,70,675-50,IPOL,33.75,A,0.105,0.0471744,1655,130.24287,7301,280.4028
48,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:14.202642.cam1.A_collapsed_diff.fits,70,725-50,IPOL,33.75,A,0.105,0.0471744,6558,243.24413,13927,501.53967
247,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:11.171180.cam1.A_collapsed_diff.fits,70,750-50,IPOL,33.75,A,0.105,0.0471744,7300,247.10065,14982,533.0173
369,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:07.105723.cam1.A_collapsed_diff.fits,70,775-50,IPOL,33.75,A,0.105,0.0471744,4657,177.24802,8185.5,302.887
532,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:25.892586.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[18328.  21281.  10531.   2645.5],[590.39771722 436.08088578 239.12487613 102.60052901],[23714.75 28542.   13297.5   3415.5 ],[773.11997253 612.19402549 299.89080171 101.27939321]
46,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:43.777894.cam1.B_collapsed_diff.fits,70,Open,IPOL,33.75,B,0.105,0.0471744,-31292,986.9114,35428,1179.2668
701,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:12.975263.cam1.B_collapsed_diff.fits,70,625-50,IPOL,33.75,B,0.105,0.0471744,-1315,76.62406,1786,359.27634
148,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:10.382460.cam1.B_collapsed_diff.fits,70,675-50,IPOL,33.75,B,0.105,0.0471744,-3854,189.17331,7695,286.5575
1053,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:14.202642.cam1.B_collapsed_diff.fits,70,725-50,IPOL,33.75,B,0.105,0.0471744,-9652,339.94028,14253,484.29337
92,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:11.171180.cam1.B_collapsed_diff.fits,70,750-50,IPOL,33.75,B,0.105,0.0471744,-11421,383.4216,15489,529.0915
1013,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:07.105723.cam1.B_collapsed_diff.fits,70,775-50,IPOL,33.75,B,0.105,0.0471744,-6917,251.02423,8350,307.07346
791,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:25.892586.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-20003.  -26048.  -12204.5  -3122. ],[643.79968786 634.29196124 276.74106011 105.84536824],[22659.5 30161.5 14156.5  3803.5],[799.09881828 840.20569122 413.77062361 130.6820356 ]
439,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:58.239871.cam1.A_collapsed_diff.fits,82.5,Open,IPOL,33.75,A,0.105,0.0471744,28064,1023.0036,34100,1137.8868
1042,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:27.263645.cam1.A_collapsed_diff.fits,82.5,625-50,IPOL,33.75,A,0.105,0.0471744,554,118.04034,1736,78.63548
609,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:56.015342.cam1.A_collapsed_diff.fits,82.5,675-50,IPOL,33.75,A,0.105,0.0471744,3695,172.63322,7489,267.11597
25,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:28.951133.cam1.A_collapsed_diff.fits,82.5,725-50,IPOL,33.75,A,0.105,0.0471744,10565,394.5165,14053,484.35123
630,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:56.994822.cam1.A_collapsed_diff.fits,82.5,750-50,IPOL,33.75,A,0.105,0.0471744,12025,437.06815,15459,532.35126
887,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:21.248574.cam1.A_collapsed_diff.fits,82.5,775-50,IPOL,33.75,A,0.105,0.0471744,6957,273.05463,8794,327.22504
375,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:57.802198.cam1.A_collapsed_diff.fits,82.5,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[20253.  23101.5 10660.   2640.5],[709.73878045 528.43901689 287.42403974  97.70053588],[24453.  28385.  13369.5  3461.5],[760.4486231  589.92465642 299.98419177 101.64634007]
814,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:58.239871.cam1.B_collapsed_diff.fits,82.5,Open,IPOL,33.75,B,0.105,0.0471744,-34534,1253.2316,35955,1221.1396
591,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:27.263645.cam1.B_collapsed_diff.fits,82.5,625-50,IPOL,33.75,B,0.105,0.0471744,-1102,77.57309,1790,81.95468
954,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:56.015342.cam1.B_collapsed_diff.fits,82.5,675-50,IPOL,33.75,B,0.105,0.0471744,-5823,269.27356,7815,285.26767
632,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:28.951133.cam1.B_collapsed_diff.fits,82.5,725-50,IPOL,33.75,B,0.105,0.0471744,-14023,505.17395,14698,507.74942
956,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:56.994822.cam1.B_collapsed_diff.fits,82.5,750-50,IPOL,33.75,B,0.105,0.0471744,-15465.5,555.1715,16042,555.0875
552,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:21.248574.cam1.B_collapsed_diff.fits,82.5,775-50,IPOL,33.75,B,0.105,0.0471744,-8724,336.79633,9047,340.54593
743,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:57.802198.cam1.B_collapsed_diff.fits,82.5,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-22286.5 -29247.  -13704.5  -3573.5],[829.08199008 977.48602899 445.55204959 132.83639307],[23189.  30247.  14192.5  3849.5],[828.15024742 878.33938994 408.36794598 132.32712715]
483,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:29.512184.cam1.A_collapsed_diff.fits,95,Open,IPOL,33.75,A,0.105,0.0471744,12042,754.4573,33632,1114.1223
165,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:59.570511.cam1.A_collapsed_diff.fits,95,625-50,IPOL,33.75,A,0.105,0.0471744,-42,58.685413,1763,77.848785
1085,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:23.789615.cam1.A_collapsed_diff.fits,95,675-50,IPOL,33.75,A,0.105,0.0471744,3004,172.70845,7384,244.17906
475,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:00.128564.cam1.A_collapsed_diff.fits,95,725-50,IPOL,33.75,A,0.105,0.0471744,6715,368.05783,14011,478.4292
751,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:24.769051.cam1.A_collapsed_diff.fits,95,750-50,IPOL,33.75,A,0.105,0.0471744,8613,414.32083,15147,523.28906
613,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:52.316127.cam1.A_collapsed_diff.fits,95,775-50,IPOL,33.75,A,0.105,0.0471744,5023,255.86891,8448.5,321.83994
575,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:35.532500.cam1.A_collapsed_diff.fits,95,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[9920.5 7677.  4702.5 1816.5],[418.88828714 473.73739448 265.40560907 120.80804888],[22104.  28831.5 13467.5  3568.5],[760.4841416  658.35479108 327.34439517 110.83893896]
18,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:29.512184.cam1.B_collapsed_diff.fits,95,Open,IPOL,33.75,B,0.105,0.0471744,-19572,1006.7769,34349,1161.1908
278,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:59.570511.cam1.B_collapsed_diff.fits,95,625-50,IPOL,33.75,B,0.105,0.0471744,-458,110.68088,1777,79.32929
359,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:23.789615.cam1.B_collapsed_diff.fits,95,675-50,IPOL,33.75,B,0.105,0.0471744,-4360,261.43414,7820,278.86807
1101,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:00.128564.cam1.B_collapsed_diff.fits,95,725-50,IPOL,33.75,B,0.105,0.0471744,-10015,474.4347,14511,490.53232
187,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:24.769051.cam1.B_collapsed_diff.fits,95,750-50,IPOL,33.75,B,0.105,0.0471744,-10655,477.29822,15551,545.0448
421,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:52.316127.cam1.B_collapsed_diff.fits,95,775-50,IPOL,33.75,B,0.105,0.0471744,-5991,283.49686,8608,334.6683
602,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:35.532500.cam1.B_collapsed_diff.fits,95,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-11818.  -15068.   -8856.5  -3096.5],[ 626.74010506 1074.82700702  525.331286    166.55895217],[21467.5 29297.5 13673.5  3823.5],[782.49600469 765.58845219 374.84486121 134.18347943]
274,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:43.497909.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,33.75,A,0.105,0.0471744,-12278,467.5532,32837,1050.8788
260,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:13.713310.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,33.75,A,0.105,0.0471744,-786,63.20756,1795,77.82452
948,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:09.518093.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,33.75,A,0.105,0.0471744,-896,186.32483,7498,260.48
683,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:14.399835.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,33.75,A,0.105,0.0471744,-3358,233.43784,14294,474.0192
99,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:10.307083.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,33.75,A,0.105,0.0471744,-1484,328.4677,14689,492.37903
941,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:07.125582.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,33.75,A,0.105,0.0471744,431,170.97893,7199,282.9544
132,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:07.055275.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[ -5886.5 -15426.   -3889.     764.5],[259.68703036 534.31146017 205.67450957 107.74522126],[18627. 29753. 13843.  3721.],[655.23795381 755.98509313 341.95673966  89.6884193 ]
